first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,R,S,T,U,V,Value
Kissie,Line,Female,949,5/20/2000,23,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,0.73,0.91,1.14,1.14,862,0.553
Quentin,Gerleit,Female,950,9/15/1990,33,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,0.93,0.93,1.16,0.99,865,0.55
Karoly,Burgoine,Male,951,4/6/1947,77,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,0.72,0.9,1.13,1.13,865,0.55
Clarine,Piecha,Female,952,12/7/1964,59,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,0.68,0.68,0.85,0.85,865,0.55
Mycah,Beaston,Male,953,7/31/1961,62,Environmental Specialist,n/a,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,0.66,0.83,1.03,1.03,865,0.55
Clemmie,Bartoszewicz,Female,954,7/28/1958,65,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,0.4,0.4,0.5,0.43,865,0.55
Randall,Mason,Male,955,7/28/1974,49,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,1.05,1.31,1.64,1.39,870,0.544
Donica,Humby,Female,956,6/1/1967,56,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,0.88,0.88,1.1,0.94,871,0.542
Lotty,Loach,Female,957,8/23/1961,62,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,1.05,1.31,1.64,1.64,871,0.542
Marie-jeanne,Breawood,Female,958,10/12/1953,70,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,1.02,1.02,1.28,1.28,871,0.542
Babara,Sissel,Female,959,6/8/1974,49,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,0.77,0.9625,1.203125,1.02265625,871,0.541875
Rodolphe,Glenton,Male,960,9/28/1974,49,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,0.93,0.93,1.16,1.16,871,0.542
Thorvald,Duckerin,Male,961,10/20/1995,28,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,0.84,1.05,1.31,1.31,871,0.542
Paulina,Iannuzzelli,Female,962,3/8/1956,68,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,0.45,0.45,0.56,0.48,877,0.54
Ricki,Padefield,Male,963,8/3/1948,75,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,0.83,1.04,1.3,1.3,877,0.54
Lizette,McKeaveney,Female,964,4/11/1994,30,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,0.86,1.08,1.34,1.34,879,0.538
Muffin,Bhar,Male,965,4/7/1966,58,,n/a,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,0.77,0.77,0.9625,0.9625,879,0.5375
Jeno,Strafford,Male,966,7/21/1941,82,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,0.5,0.5,0.63,0.63,879,0.538
Brigg,Himsworth,Male,967,10/10/1973,50,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,0.55,0.6875,0.859375,0.73046875,882,0.5355
Judi,Cazereau,Female,968,3/3/1997,27,GIS Technical Architect,n/a,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,1.05,1.31,1.64,1.64,883,0.531
Shara,Bramhill,U,969,,124,,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,1.03,1.03,1.2875,1.2875,883,0.53125
Raleigh,Pont,Male,970,11/2/1964,59,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,0.58,0.58,0.73,0.62,883,0.531
Zachariah,Meininking,Male,971,6/9/1938,85,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,0.46,0.58,0.72,0.72,883,0.531
Lesley,Garey,Male,972,3/29/1994,30,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,0.63,0.63,0.79,0.67,883,0.531
Adriena,Giffin,Female,973,3/17/1957,67,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,0.76,0.95,1.19,1.19,888,0.525
Antoinette,,Female,974,7/28/1980,43,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,1.09,1.09,1.36,1.36,888,0.525
Carr,Hopkynson,Male,975,10/18/1971,52,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,0.74,0.74,0.925,0.925,888,0.525
Shay,Briand,Male,976,10/5/1956,67,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,0.57,0.71,0.89,0.76,888,0.525
Karney,Burstow,Male,977,7/2/1972,51,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,0.96,1.2,1.5,1.28,888,0.525
Latrena,Yetts,Female,978,6/18/1999,24,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,0.82,1.03,1.28,1.28,893,0.521
Jesse,Alflat,Male,979,9/1/1984,39,Executive Secretary,n/a,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,1.06,1.06,1.33,1.33,893,0.521
Kelcie,Kingaby,Female,980,3/24/2000,24,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,0.53,0.66,0.83,0.7,893,0.521
Fabio,Commuzzo,Male,981,10/2/1961,62,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,0.45,0.45,0.56,0.48,896,0.52
Heall,Andrioli,Male,982,6/17/1941,82,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,0.97,1.21,1.52,1.52,896,0.52
Rickert,Brasted,Male,983,9/18/1959,64,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,0.99,0.99,1.24,1.05,898,0.513
Hedwig,Jayme,Female,984,8/21/1952,71,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,0.42,0.42,0.53,0.53,899,0.51
Penrod,Tomasicchio,Male,985,5/28/1968,55,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,0.69,0.69,0.8625,0.8625,899,0.51
Pancho,Edis,Male,986,12/30/1970,53,Assistant Professor,n/a,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,0.71,0.71,0.89,0.75,899,0.51
Andriana,Gosnoll,Female,987,5/19/1964,59,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,0.98,0.98,1.23,1.04,899,0.51
Nilson,Wiggam,Male,988,2/15/1996,28,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,1,1,1.25,1.06,903,0.502
Denny,Spleving,Female,989,5/13/1973,50,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,0.91,1.14,1.42,1.42,904,0.5
Roth,Crum,U,990,,124,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,Australia,6,0.77,0.77,0.96,0.82,904,0.5
Olia,O' Mullan,Female,991,3/24/1973,51,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,0.65,0.65,0.81,0.69,904,0.5
Conway,Juarez,Male,992,3/2/1967,57,Help Desk Technician,n/a,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,1.07,1.07,1.34,1.34,904,0.5
Dru,Crellim,Female,993,3/4/1963,61,,n/a,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,0.87,0.87,1.0875,0.924375,904,0.5
Shaw,MacEvilly,Male,994,5/6/2000,23,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,0.95,0.95,1.19,1.19,904,0.5
Brook,Eade,Female,995,11/17/1957,66,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,1.05,1.31,1.64,1.39,904,0.5
Aleece,Feige,Female,996,9/16/1975,48,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,1.03,1.03,1.2875,1.094375,904,0.5
Dolorita,Strutton,Female,997,5/21/1991,32,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,0.83,0.83,1.04,1.04,904,0.5
Harman,A'field,Male,998,12/27/1960,63,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,0.96,1.2,1.5,1.5,913,0.499
Hildegarde,Bamb,Female,999,2/10/1961,63,Help Desk Operator,n/a,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,0.79,0.99,1.23,1.23,913,0.499
Launce,Gale,Male,1000,1/15/1939,85,,n/a,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,0.59,0.59,0.7375,0.626875,913,0.499375
Ilise,Clissold,Female,1001,11/16/1987,36,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,0.63,0.63,0.79,0.79,913,0.499
Julita,Prene,Female,1002,5/16/1979,44,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,1.01,1.26,1.58,1.58,913,0.499
Ashlen,Willbond,Female,1003,5/15/1984,39,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,0.7,0.7,0.88,0.88,913,0.499
Keely,Bointon,Female,1004,10/16/1988,35,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,1.03,1.03,1.29,1.29,913,0.499
Poul,Gaskin,Male,1005,6/15/1950,73,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,0.86,0.86,1.08,1.08,920,0.493
Sheilakathryn,Huff,Female,1006,5/15/1958,65,Assistant Manager,n/a,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,0.72,0.9,1.13,1.13,921,0.49
Rubia,Evetts,Female,1007,12/21/1990,33,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,0.84,0.84,1.05,0.89,921,0.49
Francklin,Cross,Male,1008,4/6/1981,43,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,0.71,0.89,1.11,0.94,921,0.49
Wilone,Champley,Female,1009,11/6/1983,40,,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,0.74,0.74,0.925,0.925,924,0.48875
Lezlie,Clemits,Female,1010,5/30/1973,50,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,0.8,1,1.25,1.06,924,0.489
Kathe,Oller,Female,1011,8/20/1959,64,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,0.85,1.06,1.33,1.13,926,0.485
Dulce,Bradwell,Female,1012,7/3/1957,66,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,0.81,0.81,1.01,0.86,926,0.485
Felice,Dechelette,Male,1013,2/5/1998,26,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,0.46,0.46,0.58,0.58,928,0.48
Joane,Caldes,Female,1014,3/17/1978,46,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,0.49,0.61,0.77,0.77,928,0.48
Diane,Furman,Female,1015,8/11/1993,30,,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,0.77,0.9625,1.203125,1.203125,930,0.478125
Ogdan,Blenkinship,Male,1016,1/18/1951,73,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,0.73,0.91,1.14,0.97,930,0.478
Kizzee,Agget,Female,1017,7/25/1976,47,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,0.49,0.49,0.61,0.61,930,0.478
Stephi,Highton,Female,1018,9/9/1987,36,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,0.51,0.64,0.8,0.68,930,0.478
Martino,Scoles,Male,1019,1/19/1975,49,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,0.62,0.62,0.78,0.66,930,0.478
Morgen,Newport,Female,1020,8/31/1960,63,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,0.83,0.83,1.04,0.88,930,0.478
Eugenie,Brinson,Female,1021,8/10/1963,60,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,0.61,0.76,0.95,0.81,936,0.476
Reinold,Natt,Male,1022,8/23/1964,59,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,0.66,0.83,1.03,1.03,937,0.47
Jo,Roberts,Female,1023,10/31/1945,78,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,0.85,1.06,1.33,1.33,937,0.47
Jacklin,Duchant,Female,1024,3/18/1940,84,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,1.08,1.08,1.35,1.15,939,0.468
Colas,Gabbitas,Male,1025,9/9/1946,77,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,0.87,0.87,1.09,1.09,939,0.468
Claudetta,Ricciardiello,Female,1026,4/30/1974,50,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,0.84,1.05,1.31,1.12,939,0.468
Angele,Cadore,Female,1027,9/6/1954,69,Chief Design Engineer,n/a,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,0.66,0.83,1.03,0.88,939,0.468
Cicily,Hast,Female,1028,4/26/1971,53,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,0.93,1.16,1.45,1.45,939,0.468
Harland,Messenger,Male,1029,5/28/1974,49,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,1.08,1.08,1.35,1.15,944,0.46
Sim,Constantinou,Male,1030,8/9/1992,31,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,0.7,0.7,0.88,0.74,944,0.46
Shanon,Rolfe,Female,1031,8/19/1941,82,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,0.89,0.89,1.11,1.11,944,0.46
Chryste,Oddboy,Female,1032,8/22/1988,35,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,0.97,1.21,1.52,1.52,947,0.459
Edin,Patinkin,Female,1033,3/26/1992,32,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,1.08,1.08,1.35,1.15,948,0.457
Nolly,Ivanchikov,Male,1034,2/10/1994,30,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,0.5,0.63,0.78,0.78,948,0.457
Michele,Pammenter,Male,1035,6/26/1983,40,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,1.06,1.06,1.33,1.33,948,0.457
Liane,Abelevitz,Female,1036,11/25/1976,47,Operator,n/a,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,0.65,0.65,0.81,0.69,951,0.451
Philbert,Bangs,Male,1037,3/3/1966,58,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,0.71,0.89,1.11,0.94,951,0.451
Candy,,Female,1038,12/8/1977,46,,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,0.93,0.93,1.1625,0.988125,951,0.4505
Noami,Cokly,Female,1039,9/17/1962,61,,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,0.79,0.9875,1.234375,1.04921875,954,0.45
Lyndell,Jereatt,Female,1040,11/28/1994,29,Payment Adjustment Coordinator,n/a,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,0.83,0.83,1.04,1.04,954,0.45
Maximilien,Bourget,Male,1041,4/29/1969,55,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,0.62,0.78,0.97,0.82,956,0.446
Benedikta,Naptin,Female,1042,8/13/1995,28,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,1.09,1.36,1.7,1.45,956,0.446
Rhodie,Gaskall,Female,1043,2/1/1964,60,VP Quality Control,n/a,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,0.65,0.81,1.02,0.86,956,0.446
Afton,Andrassy,Female,1044,10/14/1998,25,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,0.74,0.74,0.93,0.79,956,0.446
Blondell,Dibdall,Female,1045,1/3/1967,57,Programmer III,n/a,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,0.61,0.61,0.76,0.65,960,0.442
Sonia,Dunstall,Female,1046,7/30/1975,48,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,0.6,0.6,0.75,0.64,960,0.442
Benedikt,Adamou,Male,1047,1/15/1987,37,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,0.44,0.44,0.55,0.47,960,0.442
Don,Spratling,Male,1048,1/5/1969,55,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,0.68,0.85,1.06,1.06,963,0.44
Moll,Ogilby,Female,1049,12/19/1980,43,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,0.44,0.55,0.69,0.58,963,0.44
Jammie,Seldner,Female,1050,2/25/1975,49,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,0.98,1.23,1.53,1.3,963,0.44
Inglis,Pickaver,Male,1051,6/25/1994,29,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,0.84,0.84,1.05,1.05,963,0.44
Clarabelle,Broschek,Female,1052,8/25/1963,60,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,0.59,0.59,0.74,0.63,967,0.436
Tillie,Bisseker,Female,1053,8/10/1960,63,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,0.89,0.89,1.11,1.11,967,0.436
Irving,Babcock,Male,1054,1/17/1986,38,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,0.44,0.55,0.69,0.69,967,0.436
Evered,Gludor,Male,1055,4/30/1951,73,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,0.56,0.7,0.88,0.88,967,0.436
Mavra,Finan,Female,1056,8/23/1967,56,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,0.92,1.15,1.44,1.44,967,0.436
Frieda,Tavinor,Female,1057,3/4/1999,25,,n/a,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,1.02,1.02,1.275,1.275,972,0.43
Ellwood,Budden,Male,1058,6/3/1998,25,,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,1.1,1.375,1.71875,1.4609375,972,0.43
Alex,Patshull,Female,1059,1/2/1966,58,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,0.5,0.63,0.78,0.66,974,0.425
Aundrea,Outridge,Female,1060,1/24/2001,23,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,1.1,1.38,1.72,1.72,974,0.425
Amby,Bodega,Male,1061,6/12/1968,55,Recruiter,n/a,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,0.56,0.7,0.88,0.88,974,0.425
Esme,Pilipets,Male,1062,5/6/1967,57,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,0.4,0.5,0.63,0.53,977,0.42
Beverly,Domnick,Female,1063,12/10/1938,85,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,0.72,0.72,0.9,0.77,977,0.42
Artemis,Swanson,Male,1064,2/12/1977,47,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,1.08,1.35,1.69,1.43,979,0.417
Daryle,Marginson,Male,1065,6/27/1986,37,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,0.49,0.61,0.77,0.65,979,0.417
Tyne,Anshell,Female,1066,4/8/1992,32,Mechanical Systems Engineer,n/a,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,0.8,1,1.25,1.06,979,0.417
Leona,Shorrock,Female,1067,8/23/1951,72,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,0.72,0.9,1.13,1.13,979,0.417
Bertrando,Carass,Male,1068,6/25/1956,67,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,1.03,1.03,1.29,1.09,983,0.41
Augusta,Munns,Female,1069,9/17/1951,72,Quality Control Specialist,n/a,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,0.7,0.7,0.88,0.74,983,0.41
Pauline,Dallosso,U,1070,,124,Desktop Support Technician,IT,Affluent Customer,N,Yes,0,9594 Badeau Street,2050,NSW,Australia,10,0.64,0.8,1,1,985,0.408
Lauralee,Fudge,Female,1071,9/21/1987,36,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,0.83,0.83,1.04,0.88,985,0.408
Consalve,Ballay,Male,1072,9/18/1959,64,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,0.99,1.24,1.55,1.31,987,0.4
Lolly,Prewer,Female,1073,10/23/1997,26,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,0.44,0.44,0.55,0.47,988,0.4
Vyky,Pegg,Female,1074,3/15/1943,81,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,0.84,1.05,1.31,1.12,988,0.4
Kellen,Pawelski,Female,1075,7/26/1945,78,,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,0.76,0.95,1.1875,1.1875,988,0.3995
Jermaine,Bagshawe,Female,1076,5/14/1954,70,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,0.68,0.85,1.06,0.9,988,0.4
Bryan,Jachtym,Male,1077,5/15/1974,49,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,0.44,0.55,0.69,0.58,988,0.4
Renie,Laundon,Female,1078,12/18/1973,50,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,0.97,1.21,1.52,1.29,993,0.391
Weidar,Etheridge,Male,1079,7/13/1959,64,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,0.43,0.54,0.67,0.57,994,0.383
Datha,Fishburn,Female,1080,7/2/1990,33,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,0.89,0.89,1.11,0.95,994,0.383
Ferdinand,Romanetti,Male,1081,10/7/1959,64,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,0.61,0.61,0.76,0.76,996,0.374
Burk,Wortley,Male,1082,10/17/2001,22,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,0.48,0.48,0.6,0.51,997,0.357
Melloney,Temby,Female,1083,10/5/1954,69,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,0.49,0.61,0.77,0.77,997,0.357
Dickie,Cubbini,Male,1084,12/17/1952,71,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,0.4,0.5,0.63,0.53,997,0.357
Sylas,Duffill,Male,1085,10/2/1955,68,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,0.76,0.95,1.19,1.01,1000,0.34
